Trial,Accuracy (BBQ),Params
24,0.5226,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'start_layer': -4, 'end_layer': -17}"
25,0.5134,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, a woman hater', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2, 'start_layer': -5, 'end_layer': -17}"
26,0.4988,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'love women, hate women', 'system_prompt': 'Pretend you are really ', 'coeff': -0.7999999999999998, 'start_layer': -3, 'end_layer': -13}"
27,0.5026,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'love women, hate women', 'system_prompt': 'Imagine you are very ', 'coeff': -1.6, 'start_layer': -1, 'end_layer': -6}"
28,0.538,"{'prompt_type': 'gender', 'num_sents': 500, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.8000000000000003, 'start_layer': -4, 'end_layer': -15}"
29,0.5376,"{'prompt_type': 'gender', 'num_sents': 500, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -4, 'end_layer': -15}"
30,0.5716,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -4, 'end_layer': -17}"
31,0.5668,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.8000000000000003, 'start_layer': -4, 'end_layer': -17}"
32,0.5694,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -3, 'end_layer': -17}"
33,0.5866,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -3, 'end_layer': -18}"
34,0.5864,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -3, 'end_layer': -18}"
35,0.591,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -3, 'end_layer': -18}"
36,0.5102,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'start_layer': -2, 'end_layer': -18}"
37,0.5934,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -18}"
38,0.5892,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -18}"
39,0.576,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003, 'start_layer': -2, 'end_layer': -18}"
40,0.5938,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -18}"
41,0.5936,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -18}"
42,0.5566,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003, 'start_layer': -3, 'end_layer': -16}"
43,0.594,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -18}"
44,0.5782,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -18}"
45,0.569,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.0, 'start_layer': -2, 'end_layer': -17}"
46,0.5306,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'not sexist, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.8000000000000003, 'start_layer': -3, 'end_layer': -16}"
47,0.5174,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -11}"
48,0.5484,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.6000000000000001, 'start_layer': -3, 'end_layer': -17}"
49,0.529,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': 2.0, 'start_layer': -2, 'end_layer': -18}"
43,0.594,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -18}"
