Trial,Accuracy (BBQ),Params
20,0.3094,"{'prompt_type': 'genericqa', 'num_sents': 350, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 0.8000000000000003}"
21,0.322,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'woke, racist and sexist', 'system_prompt': 'Pretend you are very ', 'coeff': -1.4}"
22,0.2502,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'respectful, derogatory', 'system_prompt': 'Pretend you are very ', 'coeff': -1.4}"
23,0.304,"{'prompt_type': 'religion', 'num_sents': 300, 'items': 'multicultural, xenophobic', 'system_prompt': 'Pretend you are very ', 'coeff': 0.0}"
24,0.3364,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Pretend you are very ', 'coeff': -0.7999999999999998}"
25,0.3356,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Pretend you are very ', 'coeff': -0.7999999999999998}"
26,0.3356,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Pretend you are very ', 'coeff': -0.7999999999999998}"
27,0.335,"{'prompt_type': 'sexuality', 'num_sents': 500, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Pretend you are very ', 'coeff': -0.7999999999999998}"
28,0.3038,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.3999999999999999}"
29,0.1776,"{'prompt_type': 'sexuality', 'num_sents': 400, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6}"
30,0.2872,"{'prompt_type': 'disability', 'num_sents': 350, 'items': 'accepting, prejudiced', 'system_prompt': 'Pretend you are very ', 'coeff': -1.0}"
31,0.336,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Pretend you are very ', 'coeff': -0.7999999999999998}"
32,0.3144,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'inclusive, bigoted', 'system_prompt': 'Pretend you are very ', 'coeff': -0.3999999999999999}"
33,0.304,"{'prompt_type': 'sexuality', 'num_sents': 400, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Pretend you are very ', 'coeff': 0.0}"
34,0.2518,"{'prompt_type': 'socioeconomic', 'num_sents': 500, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Pretend you are very ', 'coeff': -1.0}"
35,0.301,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999}"
36,0.0642,"{'prompt_type': 'age', 'num_sents': 350, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are very ', 'coeff': -1.6}"
37,0.3096,"{'prompt_type': 'sexuality', 'num_sents': 400, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Pretend you are very ', 'coeff': -0.19999999999999996}"
38,0.0596,"{'prompt_type': 'gender', 'num_sents': 500, 'items': 'liberal, authoritarian', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0}"
39,0.3616,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999}"
40,0.3344,"{'prompt_type': 'generic', 'num_sents': 350, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.3999999999999999}"
41,0.3302,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999}"
42,0.426,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2}"
43,0.3932,"{'prompt_type': 'sexuality', 'num_sents': 400, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2}"
44,0.3572,"{'prompt_type': 'socioeconomic', 'num_sents': 400, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4}"
45,0.3182,"{'prompt_type': 'socioeconomic', 'num_sents': 400, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8}"
46,0.3564,"{'prompt_type': 'socioeconomic', 'num_sents': 400, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4}"
47,0.36,"{'prompt_type': 'socioeconomic', 'num_sents': 300, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2}"
48,0.2376,"{'prompt_type': 'religion', 'num_sents': 300, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8}"
49,0.3302,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2}"
42,0.426,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2}"
