Trial,Accuracy (BBQ),Params
14,0.545,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.0, 'start_layer': -3, 'end_layer': -15}"
15,0.544,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.20000000000000018, 'start_layer': -5, 'end_layer': -17}"
16,0.5414,"{'prompt_type': 'race', 'num_sents': 350, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -3, 'end_layer': -14}"
17,0.52,"{'prompt_type': 'generic', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Imagine you are very ', 'coeff': 0.6000000000000001, 'start_layer': -4, 'end_layer': -18}"
18,0.0072,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'start_layer': -5, 'end_layer': -16}"
19,0.5352,"{'prompt_type': 'race', 'num_sents': 250, 'items': 'woke, racist', 'system_prompt': 'Imagine you are very ', 'coeff': -0.19999999999999996, 'start_layer': -3, 'end_layer': -13}"
20,0.5474,"{'prompt_type': 'generic', 'num_sents': 300, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.40000000000000036, 'start_layer': -4, 'end_layer': -17}"
21,0.5452,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'not racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'start_layer': -2, 'end_layer': -10}"
22,0.5438,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'not racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -2, 'end_layer': -9}"
23,0.5458,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'not racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -2, 'end_layer': -13}"
24,0.5302,"{'prompt_type': 'race', 'num_sents': 350, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'start_layer': -2, 'end_layer': -10}"
25,0.5476,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'not racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6, 'start_layer': -1, 'end_layer': -14}"
26,0.5416,"{'prompt_type': 'race', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Imagine you are very ', 'coeff': 0.8000000000000003, 'start_layer': -1, 'end_layer': -14}"
27,0.567,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 1.4000000000000004, 'start_layer': -3, 'end_layer': -16}"
28,0.5544,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 0.6000000000000001, 'start_layer': -3, 'end_layer': -16}"
29,0.5294,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -0.19999999999999996, 'start_layer': -3, 'end_layer': -16}"
30,0.5362,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.0, 'start_layer': -4, 'end_layer': -18}"
31,0.5546,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 0.6000000000000001, 'start_layer': -3, 'end_layer': -16}"
32,0.5448,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 0.40000000000000036, 'start_layer': -3, 'end_layer': -16}"
33,0.5426,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 0.20000000000000018, 'start_layer': -4, 'end_layer': -17}"
34,0.5546,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 0.6000000000000001, 'start_layer': -3, 'end_layer': -16}"
35,0.5418,"{'prompt_type': 'generic', 'num_sents': 400, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.3999999999999999, 'start_layer': -3, 'end_layer': -18}"
36,0.5688,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 0.8000000000000003, 'start_layer': -2, 'end_layer': -17}"
37,0.5708,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': 0.8000000000000003, 'start_layer': -2, 'end_layer': -17}"
38,0.5752,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Imagine you are very ', 'coeff': 0.8000000000000003, 'start_layer': -1, 'end_layer': -17}"
39,0.566,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.2000000000000002, 'start_layer': -2, 'end_layer': -17}"
40,0.5274,"{'prompt_type': 'generic', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Imagine you are very ', 'coeff': 0.8000000000000003, 'start_layer': -1, 'end_layer': -17}"
41,0.5294,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.4000000000000004, 'start_layer': -2, 'end_layer': -17}"
42,0.5656,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.2000000000000002, 'start_layer': -2, 'end_layer': -17}"
43,0.3496,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.6, 'start_layer': -1, 'end_layer': -18}"
44,0.5518,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.8000000000000003, 'start_layer': -2, 'end_layer': -15}"
45,0.6122,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.0, 'start_layer': -2, 'end_layer': -18}"
46,0.5666,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Imagine you are very ', 'coeff': 1.0, 'start_layer': -1, 'end_layer': -18}"
47,0.2156,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.8000000000000003, 'start_layer': -2, 'end_layer': -18}"
48,0.5358,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.8000000000000003, 'start_layer': -2, 'end_layer': -7}"
49,0.5828,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'woke, racist', 'system_prompt': 'Imagine you are very ', 'coeff': 1.0, 'start_layer': -1, 'end_layer': -17}"
45,0.6122,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.0, 'start_layer': -2, 'end_layer': -18}"
