Trial,Accuracy (BBQ),Params
25,0.4874,"{'prompt_type': 'religion', 'num_sents': 150, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 1.6}"
26,0.7154,"{'prompt_type': 'socioeconomic', 'num_sents': 150, 'items': 'inclusive, bigoted', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002}"
27,0.7026,"{'prompt_type': 'socioeconomic', 'num_sents': 500, 'items': 'inclusive, bigoted', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002}"
28,0.1344,"{'prompt_type': 'socioeconomic', 'num_sents': 150, 'items': 'inclusive, bigoted', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
29,0.1622,"{'prompt_type': 'genericqa', 'num_sents': 300, 'items': 'respectful, derogatory', 'system_prompt': 'Pretend you are very ', 'coeff': 1.8000000000000003}"
30,0.6414,"{'prompt_type': 'sexuality', 'num_sents': 350, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002}"
31,0.6878,"{'prompt_type': 'disability', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.8000000000000003}"
32,0.7122,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'accepting, prejudiced', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.40000000000000036}"
33,0.7112,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'accepting, prejudiced', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.40000000000000036}"
34,0.7116,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'accepting, prejudiced', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.40000000000000036}"
35,0.7072,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'accepting, prejudiced', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.20000000000000018}"
36,0.6266,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'accepting, prejudiced', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.4000000000000004}"
37,0.6956,"{'prompt_type': 'socioeconomic', 'num_sents': 150, 'items': 'accepting, prejudiced', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.19999999999999996}"
38,0.6884,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'accepting, prejudiced', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.6000000000000001}"
39,0.717,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'inclusive, bigoted', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0}"
40,0.6876,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'inclusive, bigoted', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0}"
41,0.7088,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'inclusive, bigoted', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.4000000000000004}"
42,0.7504,"{'prompt_type': 'socioeconomic', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
43,0.7492,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
44,0.7504,"{'prompt_type': 'socioeconomic', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
45,0.6814,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
46,0.7122,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
47,0.689,"{'prompt_type': 'genericqa', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
48,0.7498,"{'prompt_type': 'socioeconomic', 'num_sents': 300, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
49,0.7344,"{'prompt_type': 'age', 'num_sents': 450, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6}"
42,0.7504,"{'prompt_type': 'socioeconomic', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
