Trial,Accuracy (BBQ),Params
18,0.5834,"{'prompt_type': 'age', 'num_sents': 500, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
19,0.5268,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': 1.6}"
20,0.4248,"{'prompt_type': 'generic', 'num_sents': 100, 'items': 'liberal, authoritarian', 'system_prompt': 'Pretend you are very ', 'coeff': 1.6}"
21,0.6054,"{'prompt_type': 'age', 'num_sents': 450, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 1.0}"
22,0.601,"{'prompt_type': 'age', 'num_sents': 400, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': 0.8000000000000003}"
23,0.5552,"{'prompt_type': 'age', 'num_sents': 450, 'items': 'accepting, prejudiced', 'system_prompt': 'Pretend you are very ', 'coeff': 2.0}"
24,0.5114,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Pretend you are very ', 'coeff': 0.20000000000000018}"
25,0.507,"{'prompt_type': 'disability', 'num_sents': 500, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
26,0.5604,"{'prompt_type': 'genericqa', 'num_sents': 350, 'items': 'respectful, derogatory', 'system_prompt': 'Pretend you are very ', 'coeff': 1.4000000000000004}"
27,0.5778,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'woke, racist and sexist', 'system_prompt': 'Pretend you are very ', 'coeff': 0.8000000000000003}"
28,0.5102,"{'prompt_type': 'religion', 'num_sents': 250, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are very ', 'coeff': 0.0}"
29,0.0526,"{'prompt_type': 'age', 'num_sents': 400, 'items': 'liberal, authoritarian', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
30,0.4904,"{'prompt_type': 'age', 'num_sents': 500, 'items': 'multicultural, xenophobic', 'system_prompt': 'Pretend you are very ', 'coeff': -0.3999999999999999}"
31,0.6058,"{'prompt_type': 'age', 'num_sents': 450, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 1.0}"
32,0.5924,"{'prompt_type': 'age', 'num_sents': 450, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 0.8000000000000003}"
33,0.6042,"{'prompt_type': 'age', 'num_sents': 500, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 1.4000000000000004}"
34,0.4918,"{'prompt_type': 'sexuality', 'num_sents': 400, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': -0.3999999999999999}"
35,0.535,"{'prompt_type': 'gender', 'num_sents': 450, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.40000000000000036}"
36,0.4808,"{'prompt_type': 'generic', 'num_sents': 350, 'items': 'inclusive, bigoted', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998}"
37,0.526,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'liberal, authoritarian', 'system_prompt': 'Pretend you are very ', 'coeff': 1.8000000000000003}"
38,0.5708,"{'prompt_type': 'disability', 'num_sents': 150, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.0}"
39,0.434,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'multicultural, xenophobic', 'system_prompt': 'Pretend you are very ', 'coeff': 1.4000000000000004}"
40,0.5884,"{'prompt_type': 'gender', 'num_sents': 500, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 1.0}"
41,0.6056,"{'prompt_type': 'age', 'num_sents': 450, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 1.0}"
42,0.6112,"{'prompt_type': 'age', 'num_sents': 450, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 1.2000000000000002}"
43,0.5072,"{'prompt_type': 'age', 'num_sents': 400, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 1.8000000000000003}"
44,0.5522,"{'prompt_type': 'genericqa', 'num_sents': 500, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Pretend you are very ', 'coeff': 0.6000000000000001}"
45,0.5906,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002}"
46,0.3454,"{'prompt_type': 'age', 'num_sents': 350, 'items': 'liberal, authoritarian', 'system_prompt': 'Pretend you are very ', 'coeff': -1.6}"
47,0.5,"{'prompt_type': 'religion', 'num_sents': 450, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Pretend you are very ', 'coeff': 1.8000000000000003}"
48,0.5252,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.20000000000000018}"
49,0.5886,"{'prompt_type': 'socioeconomic', 'num_sents': 250, 'items': 'inclusive, bigoted', 'system_prompt': 'Pretend you are very ', 'coeff': 1.2000000000000002}"
17,0.6368,"{'prompt_type': 'age', 'num_sents': 500, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': 2.0}"
