Trial,Accuracy (BBQ),Params
10,0.505,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'love women, hate women', 'system_prompt': 'Pretend you are really ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
11,0.501,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Pretend you are really ', 'coeff': -0.19999999999999996, 'control_method': 'pca_center', 'start_layer': -5, 'end_layer': -15}"
12,0.466,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Imagine you are very ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -18}"
13,0.505,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, misogynistic', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.40000000000000036, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -15}"
14,0.525,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -16}"
15,0.523,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -13}"
16,0.506,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'love women, hate women', 'system_prompt': 'Imagine you are very ', 'coeff': -0.19999999999999996, 'control_method': 'pca_center', 'start_layer': -5, 'end_layer': -18}"
17,0.519,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'feminist, misogynistic', 'system_prompt': 'Pretend you are really ', 'coeff': -0.3999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
18,0.483,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -12}"
19,0.498,"{'prompt_type': 'generic', 'num_sents': 450, 'items': 'feminist, misogynistic', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.6000000000000001, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -14}"
20,0.503,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -5, 'end_layer': -8}"
21,0.535,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -16}"
22,0.536,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -17}"
23,0.536,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -17}"
24,0.539,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -17}"
25,0.539,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -17}"
26,0.546,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
27,0.546,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -15}"
28,0.522,"{'prompt_type': 'gender', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -15}"
29,0.503,"{'prompt_type': 'generic', 'num_sents': 450, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4, 'control_method': 'pca_diff', 'start_layer': -2, 'end_layer': -6}"
30,0.518,"{'prompt_type': 'generic', 'num_sents': 450, 'items': 'feminist, a woman hater', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -14}"
31,0.546,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
32,0.545,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
33,0.538,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -13}"
34,0.538,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2, 'control_method': 'pca_diff', 'start_layer': -3, 'end_layer': -15}"
35,0.54,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -14}"
36,0.525,"{'prompt_type': 'gender', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
37,0.501,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'gender inclusive, a woman hater', 'system_prompt': 'Imagine you are very ', 'coeff': -1.0, 'control_method': 'pca_diff', 'start_layer': -2, 'end_layer': -10}"
38,0.535,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
39,0.206,"{'prompt_type': 'gender', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_diff', 'start_layer': -3, 'end_layer': -13}"
40,0.506,"{'prompt_type': 'generic', 'num_sents': 450, 'items': 'feminist, a woman hater', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -14}"
41,0.54,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -14}"
42,0.541,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
43,0.532,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
44,0.547,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
45,0.509,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Imagine you are very ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
46,0.546,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
47,0.512,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'control_method': 'pca_diff', 'start_layer': -2, 'end_layer': -16}"
48,0.516,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.20000000000000018, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
49,0.547,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
50,0.519,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'gender inclusive, sexist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -13}"
51,0.511,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
52,0.529,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
53,0.52,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -15}"
54,0.514,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -14}"
55,0.487,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -18}"
56,0.49,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'gender inclusive, a woman hater', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
57,0.519,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'gender inclusive, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -15}"
58,0.522,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'feminist, misogynistic', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -12}"
59,0.548,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
60,0.452,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'feminist, a woman hater', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -17}"
61,0.548,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
62,0.548,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
63,0.541,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
64,0.548,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
65,0.56,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
66,0.56,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
67,0.166,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'control_method': 'pca_diff', 'start_layer': -1, 'end_layer': -18}"
68,0.563,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
69,0.519,"{'prompt_type': 'generic', 'num_sents': 250, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
70,0.477,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
71,0.561,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
72,0.551,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
73,0.55,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -16}"
74,0.55,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
75,0.547,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'love women, hate women', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -17}"
76,0.565,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
77,0.531,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
78,0.576,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
79,0.354,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_diff', 'start_layer': -1, 'end_layer': -18}"
80,0.537,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'feminist, misogynistic', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
81,0.55,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
82,0.565,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
83,0.571,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
84,0.549,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'gender inclusive, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
85,0.577,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
86,0.536,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
87,0.516,"{'prompt_type': 'generic', 'num_sents': 100, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
88,0.512,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'love women, hate women', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.19999999999999996, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
89,0.563,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
90,0.553,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -17}"
91,0.565,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
92,0.565,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
93,0.565,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
94,0.565,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
95,0.536,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
96,0.489,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_diff', 'start_layer': -2, 'end_layer': -18}"
97,0.501,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -8}"
98,0.532,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
99,0.55,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'gender inclusive, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
100,0.576,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
101,0.575,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
102,0.575,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
103,0.548,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
104,0.576,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
105,0.561,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
106,0.5,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'feminist, misogynistic', 'system_prompt': 'Imagine you are very ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
107,0.157,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
108,0.518,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
109,0.505,"{'prompt_type': 'generic', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
110,0.508,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
111,0.565,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -17}"
112,0.575,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
113,0.568,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
114,0.567,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
115,0.532,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
116,0.294,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_diff', 'start_layer': -2, 'end_layer': -18}"
117,0.569,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
118,0.569,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
119,0.554,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -18}"
120,0.514,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'gender inclusive, sexist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -18}"
