Trial,Accuracy (BBQ),Params
14,0.7674,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'feminist, a woman hater', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0, 'start_layer': -2, 'end_layer': -11}"
15,0.765,"{'prompt_type': 'gender', 'num_sents': 500, 'items': 'feminist, anti-feminist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.19999999999999996, 'start_layer': -1, 'end_layer': -11}"
16,0.7814,"{'prompt_type': 'generic', 'num_sents': 300, 'items': 'feminist, a woman hater', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -5, 'end_layer': -17}"
17,0.758,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'feminist, anti-feminist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -5, 'end_layer': -16}"
18,0.7722,"{'prompt_type': 'generic', 'num_sents': 250, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4, 'start_layer': -5, 'end_layer': -13}"
19,0.7644,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.19999999999999996, 'start_layer': -3, 'end_layer': -6}"
20,0.7796,"{'prompt_type': 'gender', 'num_sents': 400, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -5, 'end_layer': -15}"
21,0.7792,"{'prompt_type': 'gender', 'num_sents': 400, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -5, 'end_layer': -15}"
22,0.7792,"{'prompt_type': 'gender', 'num_sents': 450, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -5, 'end_layer': -15}"
23,0.787,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -5, 'end_layer': -17}"
24,0.7902,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -5, 'end_layer': -17}"
25,0.7956,"{'prompt_type': 'generic', 'num_sents': 300, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -5, 'end_layer': -17}"
26,0.7904,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -5, 'end_layer': -17}"
27,0.7732,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'not sexist, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.6, 'start_layer': -4, 'end_layer': -17}"
28,0.7684,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.8000000000000003, 'start_layer': -5, 'end_layer': -17}"
29,0.7762,"{'prompt_type': 'generic', 'num_sents': 150, 'items': 'not sexist, sexist', 'system_prompt': 'Imagine you are very ', 'coeff': 1.6, 'start_layer': -4, 'end_layer': -14}"
30,0.7614,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.40000000000000036, 'start_layer': -5, 'end_layer': -18}"
31,0.7904,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -5, 'end_layer': -17}"
32,0.7874,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003, 'start_layer': -5, 'end_layer': -16}"
33,0.7894,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -4, 'end_layer': -17}"
34,0.7892,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'start_layer': -5, 'end_layer': -16}"
35,0.767,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'not sexist, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.8000000000000003, 'start_layer': -4, 'end_layer': -16}"
36,0.774,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003, 'start_layer': -5, 'end_layer': -14}"
37,0.7684,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Imagine you are very ', 'coeff': 1.4000000000000004, 'start_layer': -4, 'end_layer': -18}"
38,0.7644,"{'prompt_type': 'generic', 'num_sents': 350, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.20000000000000018, 'start_layer': -4, 'end_layer': -7}"
39,0.7512,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'love women, hate women', 'system_prompt': 'Pretend you are really ', 'coeff': 1.8000000000000003, 'start_layer': -3, 'end_layer': -17}"
40,0.7808,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -5, 'end_layer': -16}"
41,0.7958,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'start_layer': -4, 'end_layer': -17}"
42,0.7962,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'start_layer': -5, 'end_layer': -17}"
43,0.7962,"{'prompt_type': 'gender', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'start_layer': -4, 'end_layer': -18}"
44,0.807,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'start_layer': -3, 'end_layer': -18}"
45,0.7882,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'feminist, sexist', 'system_prompt': 'Imagine you are very ', 'coeff': 2.0, 'start_layer': -3, 'end_layer': -18}"
46,0.8074,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, sexist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0, 'start_layer': -3, 'end_layer': -18}"
47,0.8232,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'start_layer': -2, 'end_layer': -18}"
48,0.8242,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'start_layer': -2, 'end_layer': -18}"
49,0.817,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003, 'start_layer': -2, 'end_layer': -18}"
48,0.8242,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'start_layer': -2, 'end_layer': -18}"
