Trial,Accuracy (BBQ),Params
30,0.0986,"{'prompt_type': 'generic', 'num_sents': 100, 'items': 'not sexist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6, 'start_layer': -4, 'end_layer': -16}"
31,0.6656,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.4, 'start_layer': -2, 'end_layer': -11}"
32,0.657,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': -0.7999999999999998, 'start_layer': -2, 'end_layer': -10}"
33,0.6556,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'not sexist, sexist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.6, 'start_layer': -2, 'end_layer': -12}"
34,0.643,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': -0.3999999999999999, 'start_layer': -1, 'end_layer': -10}"
35,0.6486,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'feminist, anti-feminist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'start_layer': -3, 'end_layer': -13}"
36,0.6484,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'not sexist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'start_layer': -2, 'end_layer': -8}"
37,0.5774,"{'prompt_type': 'generic', 'num_sents': 250, 'items': 'feminist, sexist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.0, 'start_layer': -5, 'end_layer': -15}"
38,0.6466,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'feminist, anti-feminist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.5999999999999999, 'start_layer': -1, 'end_layer': -11}"
39,0.626,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8, 'start_layer': -3, 'end_layer': -17}"
40,0.655,"{'prompt_type': 'gender', 'num_sents': 300, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.2, 'start_layer': -5, 'end_layer': -13}"
41,0.6638,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.4, 'start_layer': -2, 'end_layer': -10}"
42,0.6638,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.4, 'start_layer': -2, 'end_layer': -10}"
43,0.6604,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': -2.0, 'start_layer': -2, 'end_layer': -8}"
44,0.6682,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.2, 'start_layer': -1, 'end_layer': -12}"
45,0.6554,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'start_layer': -1, 'end_layer': -12}"
46,0.6358,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'love women, hate women', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'start_layer': -1, 'end_layer': -14}"
47,0.6512,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': -0.3999999999999999, 'start_layer': -1, 'end_layer': -11}"
48,0.6416,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'feminist, anti-feminist', 'system_prompt': 'Imagine you are very ', 'coeff': 0.20000000000000018, 'start_layer': -3, 'end_layer': -9}"
49,0.6574,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'not sexist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2, 'start_layer': -3, 'end_layer': -13}"
2,0.6812,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'love women, hate women', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.0, 'start_layer': -3, 'end_layer': -17}"
