Trial,Accuracy (BBQ),Params
19,0.8036,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.0, 'start_layer': -4, 'end_layer': -14}"
20,0.7994,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.0, 'start_layer': -3, 'end_layer': -12}"
21,0.8098,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0, 'start_layer': -5, 'end_layer': -10}"
22,0.8104,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -4, 'end_layer': -11}"
23,0.8106,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -4, 'end_layer': -11}"
24,0.7376,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'not racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -4, 'end_layer': -13}"
25,0.8104,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -4, 'end_layer': -11}"
26,0.786,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.6000000000000001, 'start_layer': -4, 'end_layer': -14}"
27,0.811,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6, 'start_layer': -4, 'end_layer': -11}"
28,0.7956,"{'prompt_type': 'race', 'num_sents': 350, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -13}"
29,0.802,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.40000000000000036, 'start_layer': -5, 'end_layer': -14}"
30,0.8098,"{'prompt_type': 'race', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Pretend you are really ', 'coeff': 2.0, 'start_layer': -4, 'end_layer': -13}"
31,0.81,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.0, 'start_layer': -4, 'end_layer': -11}"
32,0.8156,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6, 'start_layer': -4, 'end_layer': -12}"
33,0.7436,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'not racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6, 'start_layer': -5, 'end_layer': -12}"
34,0.8102,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Pretend you are really ', 'coeff': 1.8000000000000003, 'start_layer': -4, 'end_layer': -10}"
35,0.803,"{'prompt_type': 'race', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002, 'start_layer': -4, 'end_layer': -15}"
36,0.813,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003, 'start_layer': -3, 'end_layer': -12}"
37,0.807,"{'prompt_type': 'race', 'num_sents': 350, 'items': 'not racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003, 'start_layer': -2, 'end_layer': -13}"
38,0.5018,"{'prompt_type': 'generic', 'num_sents': 300, 'items': 'anti-racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6, 'start_layer': -3, 'end_layer': -15}"
39,0.7334,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Pretend you are really ', 'coeff': 2.0, 'start_layer': -3, 'end_layer': -12}"
40,0.7994,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 0.8000000000000003, 'start_layer': -2, 'end_layer': -14}"
41,0.8158,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -4, 'end_layer': -12}"
42,0.8142,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -3, 'end_layer': -12}"
43,0.8142,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -3, 'end_layer': -12}"
44,0.8148,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -3, 'end_layer': -12}"
45,0.7994,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'anti-racist, racist', 'system_prompt': 'Imagine you are very ', 'coeff': 1.0, 'start_layer': -3, 'end_layer': -10}"
46,0.708,"{'prompt_type': 'generic', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -2, 'end_layer': -12}"
47,0.8036,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.19999999999999996, 'start_layer': -3, 'end_layer': -9}"
48,0.7762,"{'prompt_type': 'generic', 'num_sents': 450, 'items': 'woke, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.8000000000000003, 'start_layer': -3, 'end_layer': -18}"
49,0.8068,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Imagine you are very ', 'coeff': 1.0, 'start_layer': -2, 'end_layer': -16}"
41,0.8158,"{'prompt_type': 'starters', 'num_sents': 400, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004, 'start_layer': -4, 'end_layer': -12}"
