Trial,Accuracy (BBQ),Params
21,0.8816,"{'prompt_type': 'age', 'num_sents': 250, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
22,0.885,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
23,0.8676,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.8000000000000003}"
24,0.8596,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
25,0.8288,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'respectful, derogatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': -2.0}"
26,0.8418,"{'prompt_type': 'sexuality', 'num_sents': 100, 'items': 'woke, racist and sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
27,0.8604,"{'prompt_type': 'genericqa', 'num_sents': 300, 'items': 'inclusive, bigoted', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002}"
28,0.865,"{'prompt_type': 'gender', 'num_sents': 150, 'items': 'multicultural, xenophobic', 'system_prompt': 'Pretend you are very ', 'coeff': 1.6}"
29,0.854,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.6000000000000001}"
30,0.8502,"{'prompt_type': 'age', 'num_sents': 350, 'items': 'liberal, authoritarian', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.0}"
31,0.8838,"{'prompt_type': 'age', 'num_sents': 250, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
32,0.8842,"{'prompt_type': 'age', 'num_sents': 250, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
33,0.8848,"{'prompt_type': 'age', 'num_sents': 300, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
34,0.8498,"{'prompt_type': 'generic', 'num_sents': 400, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Pretend you are very ', 'coeff': 1.4000000000000004}"
35,0.8652,"{'prompt_type': 'age', 'num_sents': 300, 'items': 'accepting, prejudiced', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002}"
36,0.8784,"{'prompt_type': 'religion', 'num_sents': 400, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are very ', 'coeff': 1.6}"
37,0.8492,"{'prompt_type': 'race', 'num_sents': 250, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
38,0.868,"{'prompt_type': 'genericqa', 'num_sents': 300, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.0}"
39,0.8516,"{'prompt_type': 'socioeconomic', 'num_sents': 350, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
40,0.8502,"{'prompt_type': 'generic', 'num_sents': 400, 'items': 'humanitarian, oppressive', 'system_prompt': 'Pretend you are very ', 'coeff': 0.0}"
41,0.8844,"{'prompt_type': 'age', 'num_sents': 250, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
42,0.8832,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
43,0.8842,"{'prompt_type': 'age', 'num_sents': 300, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6}"
44,0.8904,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
45,0.8666,"{'prompt_type': 'sexuality', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
46,0.8896,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
47,0.8738,"{'prompt_type': 'religion', 'num_sents': 150, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
48,0.8718,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.0}"
49,0.826,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
44,0.8904,"{'prompt_type': 'age', 'num_sents': 200, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
