Trial,Accuracy (BBQ),Params
33,0.2468,"{'prompt_type': 'religion', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8}"
34,0.2746,"{'prompt_type': 'religion', 'num_sents': 200, 'items': 'liberal, authoritarian', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.7999999999999998}"
35,0.2678,"{'prompt_type': 'religion', 'num_sents': 100, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.8}"
36,0.2826,"{'prompt_type': 'religion', 'num_sents': 250, 'items': 'humanitarian, oppressive', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.2}"
37,0.3272,"{'prompt_type': 'disability', 'num_sents': 150, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.6}"
38,0.33,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
39,0.3042,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002}"
40,0.3408,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
41,0.3066,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
42,0.3888,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
43,0.3308,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
44,0.3882,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Pretend you are very ', 'coeff': 2.0}"
45,0.1718,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Pretend you are very ', 'coeff': 2.0}"
46,0.3052,"{'prompt_type': 'gender', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Pretend you are very ', 'coeff': 1.8000000000000003}"
47,0.192,"{'prompt_type': 'sexuality', 'num_sents': 150, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Pretend you are very ', 'coeff': 1.2000000000000002}"
48,0.312,"{'prompt_type': 'genericqa', 'num_sents': 200, 'items': 'inclusive, bigoted', 'system_prompt': 'Pretend you are very ', 'coeff': 1.8000000000000003}"
49,0.2924,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Pretend you are very ', 'coeff': 1.0}"
42,0.3888,"{'prompt_type': 'disability', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
