Trial,Accuracy (BBQ),Params
12,0.8738,"{'prompt_type': 'race', 'num_sents': 450, 'items': 'LGBTQ+, homophobic', 'system_prompt': 'Pretend you are very ', 'coeff': 1.0}"
13,0.8534,"{'prompt_type': 'socioeconomic', 'num_sents': 500, 'items': 'progressive, conservative', 'system_prompt': 'Pretend you are very ', 'coeff': 1.6}"
14,0.8662,"{'prompt_type': 'disability', 'num_sents': 400, 'items': 'respectful, derogatory', 'system_prompt': 'Pretend you are very ', 'coeff': 1.2000000000000002}"
15,0.8716,"{'prompt_type': 'sexuality', 'num_sents': 450, 'items': 'multicultural, xenophobic', 'system_prompt': 'Pretend you are very ', 'coeff': -1.0}"
16,0.8576,"{'prompt_type': 'religion', 'num_sents': 350, 'items': 'accepting, prejudiced', 'system_prompt': 'Pretend you are very ', 'coeff': -1.0}"
17,0.8868,"{'prompt_type': 'genericqa', 'num_sents': 350, 'items': 'liberal, authoritarian', 'system_prompt': 'Pretend you are very ', 'coeff': 1.0}"
18,0.8888,"{'prompt_type': 'genericqa', 'num_sents': 300, 'items': 'liberal, authoritarian', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
19,0.8626,"{'prompt_type': 'genericqa', 'num_sents': 300, 'items': 'liberal, authoritarian', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.5999999999999999}"
20,0.8894,"{'prompt_type': 'socioeconomic', 'num_sents': 300, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
21,0.889,"{'prompt_type': 'socioeconomic', 'num_sents': 300, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
22,0.8866,"{'prompt_type': 'socioeconomic', 'num_sents': 300, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
23,0.8884,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
24,0.886,"{'prompt_type': 'socioeconomic', 'num_sents': 350, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
25,0.8778,"{'prompt_type': 'socioeconomic', 'num_sents': 200, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.6000000000000001}"
26,0.8692,"{'prompt_type': 'socioeconomic', 'num_sents': 300, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -0.3999999999999999}"
27,0.8624,"{'prompt_type': 'sexuality', 'num_sents': 350, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4}"
28,0.8704,"{'prompt_type': 'disability', 'num_sents': 400, 'items': 'woke, racist and sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.6000000000000001}"
29,0.8706,"{'prompt_type': 'religion', 'num_sents': 250, 'items': 'inclusive, bigoted', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
30,0.8698,"{'prompt_type': 'generic', 'num_sents': 300, 'items': 'feminist, sexist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
31,0.8884,"{'prompt_type': 'genericqa', 'num_sents': 300, 'items': 'liberal, authoritarian', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
32,0.8734,"{'prompt_type': 'genericqa', 'num_sents': 250, 'items': 'respectful, derogatory', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.6}"
33,0.8818,"{'prompt_type': 'socioeconomic', 'num_sents': 300, 'items': 'accepting, prejudiced', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
34,0.8774,"{'prompt_type': 'socioeconomic', 'num_sents': 150, 'items': 'multicultural, xenophobic', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.2000000000000002}"
35,0.867,"{'prompt_type': 'age', 'num_sents': 350, 'items': 'inclusive, bigoted', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
36,0.8696,"{'prompt_type': 'generic', 'num_sents': 250, 'items': 'progressive, conservative', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.4}"
37,0.8206,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'liberal, authoritarian', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -2.0}"
38,0.8788,"{'prompt_type': 'genericqa', 'num_sents': 150, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.8000000000000003}"
39,0.8818,"{'prompt_type': 'gender', 'num_sents': 200, 'items': 'open-minded, close-minded and biased', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 2.0}"
40,0.8658,"{'prompt_type': 'socioeconomic', 'num_sents': 250, 'items': 'feminist, sexist', 'system_prompt': 'Pretend you are very ', 'coeff': -0.19999999999999996}"
41,0.89,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 2.0}"
42,0.8894,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
43,0.8866,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.4000000000000004}"
44,0.8898,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 1.8000000000000003}"
45,0.8714,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'tolerant and empathetic, intolerant', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.20000000000000018}"
46,0.8926,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6}"
47,0.8894,"{'prompt_type': 'age', 'num_sents': 150, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6}"
48,0.859,"{'prompt_type': 'starters', 'num_sents': 100, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.2000000000000002}"
49,0.8766,"{'prompt_type': 'race', 'num_sents': 150, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.8000000000000003}"
46,0.8926,"{'prompt_type': 'socioeconomic', 'num_sents': 100, 'items': 'humanitarian, oppressive', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': 1.6}"
