Trial,Accuracy (BBQ),Params
84,0.862,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -13}"
85,0.703,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'not racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -12}"
86,0.91,"{'prompt_type': 'race', 'num_sents': 250, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.3999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -10}"
87,0.903,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.19999999999999996, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
88,0.625,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Imagine you are very ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -11}"
89,0.918,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -10}"
90,0.898,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_diff', 'start_layer': -2, 'end_layer': -9}"
91,0.918,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
92,0.907,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
93,0.892,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -12}"
94,0.796,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -12}"
95,0.845,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -10}"
96,0.838,"{'prompt_type': 'starters', 'num_sents': 500, 'items': 'woke, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': 0.8000000000000003, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -12}"
97,0.918,"{'prompt_type': 'starters', 'num_sents': 450, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
98,0.918,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
99,0.557,"{'prompt_type': 'generic', 'num_sents': 150, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -13}"
100,0.389,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Pretend you are really ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -16}"
101,0.92,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
102,0.913,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.3999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
103,0.914,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -11}"
104,0.917,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
105,0.915,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -10}"
106,0.914,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.3999999999999999, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -12}"
107,0.698,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'not racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
108,0.881,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_diff', 'start_layer': -3, 'end_layer': -11}"
109,0.899,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Imagine you are very ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -13}"
110,0.856,"{'prompt_type': 'starters', 'num_sents': 300, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 1.8000000000000003, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
111,0.92,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
112,0.92,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
113,0.913,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
114,0.893,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': 0.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -11}"
115,0.902,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.19999999999999996, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
116,0.907,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'love Black people, hate Black people', 'system_prompt': 'Pretend you are really ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -10}"
117,0.868,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Act as if you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -13}"
118,0.914,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
119,0.919,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
